id,fecha,producto,categoria,precio,cantidad,total
1580,2024-06-03 19:32:19,Oleo,Arte,40,1,40
1581,2024-06-03 19:32:19,Pintura,Arte,50,7,350
1582,2024-06-03 19:32:19,Acrilico,Arte,30,3,90
1583,2024-06-03 19:32:19,Cuchillo,Cocina,20,2,40
1584,2024-06-03 19:32:19,Zapatillas,Indumentaria,200,3,600
1585,2024-06-03 19:32:19,Zapatillas,Indumentaria,200,5,1000
1586,2024-06-03 19:32:19,Lapicera,Libreria,10,9,90
1587,2024-06-03 19:32:19,Mesa,Muebles,300,4,1200
1588,2024-06-03 19:32:19,Botines,Deportes,200,9,1800
1589,2024-06-03 19:32:19,Bateria,Musica,500,4,2000
1590,2024-06-03 19:32:19,Raqueta,Deportes,100,8,800
1591,2024-06-03 19:32:19,Bateria,Musica,500,2,1000
1592,2024-06-03 19:32:19,Olla,Cocina,100,3,300
1593,2024-06-03 19:32:19,Camiseta,Deportes,100,6,600
1594,2024-06-03 19:32:19,Microfono,Musica,100,3,300
1595,2024-06-03 19:32:19,Cuchillo,Cocina,20,10,200
1596,2024-06-03 19:32:19,Guitarra,Musica,300,8,2400
1597,2024-06-03 19:32:19,Mesa de luz,Muebles,50,1,50
1598,2024-06-03 19:32:19,Microfono,Musica,100,5,500
1599,2024-06-03 19:32:19,Campera,Indumentaria,500,5,2500
1600,2024-06-03 19:32:19,Zapatillas,Indumentaria,200,6,1200
1601,2024-06-03 19:32:19,Juguete,Mascotas,10,6,60
1602,2024-06-03 19:32:19,Cama,Muebles,1000,3,3000
1603,2024-06-03 19:32:19,Sarten,Cocina,50,5,250
1604,2024-06-03 19:32:19,Collar,Mascotas,15,4,60
1605,2024-06-03 19:32:19,Smartwatch,Tecnologia,200,8,1600
1606,2024-06-03 19:32:19,Cuaderno,Libreria,20,10,200
1607,2024-06-03 19:32:19,Sarten,Cocina,50,3,150
1608,2024-06-03 19:32:19,Cocina,Cocina,500,10,5000
1609,2024-06-03 19:32:19,Teclado,Musica,200,7,1400
1610,2024-06-03 19:32:19,Mesa de luz,Muebles,50,9,450
1611,2024-06-03 19:32:19,Cama,Mascotas,100,4,400
1612,2024-06-03 19:32:19,Collar,Mascotas,15,4,60
1613,2024-06-03 19:32:19,Notebook,Tecnologia,1000,9,9000
1614,2024-06-03 19:32:19,Correa,Mascotas,15,5,75
1615,2024-06-03 19:32:19,Microondas,Electrodomesticos,500,5,2500
1616,2024-06-03 19:32:19,Camiseta,Deportes,100,10,1000
1617,2024-06-03 19:32:19,Tablet,Tecnologia,500,2,1000
1618,2024-06-03 19:32:19,Pintura,Arte,50,3,150
1619,2024-06-03 19:32:19,Acrilico,Arte,30,5,150
1620,2024-06-03 19:32:19,Campera,Indumentaria,500,9,4500
1621,2024-06-03 19:32:19,Botines,Deportes,200,8,1600
1622,2024-06-03 19:32:19,Cuaderno,Libreria,20,6,120
1623,2024-06-03 19:32:19,Botines,Deportes,200,5,1000
1624,2024-06-03 19:32:19,Lavarropas,Electrodomesticos,1500,1,1500
1625,2024-06-03 19:32:19,Bateria,Musica,500,3,1500
1626,2024-06-03 19:32:19,Campera,Indumentaria,500,2,1000
1627,2024-06-03 19:32:19,Notebook,Tecnologia,1000,9,9000
1628,2024-06-03 19:32:19,Silla,Muebles,100,10,1000
1629,2024-06-03 19:32:19,Goma,Libreria,5,4,20
1630,2024-06-03 19:32:19,Acrilico,Arte,30,9,270
1631,2024-06-03 19:32:19,Remera,Indumentaria,100,3,300
1632,2024-06-03 19:32:19,Pintura,Arte,50,5,250
1633,2024-06-03 19:32:19,Heladera,Electrodomesticos,2000,10,20000
1634,2024-06-03 19:32:19,Tablet,Tecnologia,500,7,3500
1635,2024-06-03 19:32:19,Notebook,Tecnologia,1000,6,6000
1636,2024-06-03 19:32:19,Zapatillas,Indumentaria,200,8,1600
1637,2024-06-03 19:32:19,Lienzo,Arte,100,5,500
1638,2024-06-03 19:32:19,Smartwatch,Tecnologia,200,9,1800
1639,2024-06-03 19:32:19,Guitarra,Musica,300,7,2100
1640,2024-06-03 19:32:19,Sillon,Muebles,500,4,2000
1641,2024-06-03 19:32:19,Cama,Muebles,1000,8,8000
1642,2024-06-03 19:32:19,Cuchillo,Cocina,20,8,160
1643,2024-06-03 19:32:19,Correa,Mascotas,15,2,30
1644,2024-06-03 19:32:19,Notebook,Tecnologia,1000,8,8000
1645,2024-06-03 19:32:19,Juguete,Mascotas,10,5,50
1646,2024-06-03 19:32:19,Teclado,Musica,200,7,1400
1647,2024-06-03 19:32:19,Oleo,Arte,40,10,400
1648,2024-06-03 19:32:19,Heladera,Electrodomesticos,2000,10,20000
1649,2024-06-03 19:32:19,Bicicleta,Deportes,500,10,5000
1650,2024-06-03 19:32:19,Silla,Muebles,100,7,700
1651,2024-06-03 19:32:19,Microondas,Electrodomesticos,500,8,4000
1652,2024-06-03 19:32:19,Pintura,Arte,50,4,200
1653,2024-06-03 19:32:19,Sarten,Cocina,50,8,400
1654,2024-06-03 19:32:19,Juguete,Mascotas,10,8,80
1655,2024-06-03 19:32:19,Remera,Indumentaria,100,1,100
1656,2024-06-03 19:32:19,Sillon,Muebles,500,7,3500
1657,2024-06-03 19:32:19,Pantalon,Indumentaria,300,10,3000
1658,2024-06-03 19:32:19,Cuaderno,Libreria,20,4,80
1659,2024-06-03 19:32:19,Olla,Cocina,100,1,100
1660,2024-06-03 19:32:19,Mesa,Muebles,300,9,2700
1661,2024-06-03 19:32:19,Lavarropas,Electrodomesticos,1500,10,15000
1662,2024-06-03 19:32:19,Collar,Mascotas,15,4,60
1663,2024-06-03 19:32:19,Heladera,Electrodomesticos,2000,3,6000
1664,2024-06-03 19:32:19,Microfono,Musica,100,3,300
1665,2024-06-03 19:32:19,Notebook,Tecnologia,1000,5,5000
1666,2024-06-03 19:32:19,Bufanda,Indumentaria,50,8,400
1667,2024-06-03 19:32:19,Remera,Indumentaria,100,7,700
1668,2024-06-03 19:32:19,Silla,Muebles,100,8,800
1669,2024-06-03 19:32:19,Remera,Indumentaria,100,5,500
1670,2024-06-03 19:32:19,Campera,Indumentaria,500,5,2500
1671,2024-06-03 19:32:19,Teclado,Musica,200,6,1200
1672,2024-06-03 19:32:19,Aspiradora,Electrodomesticos,300,4,1200
1673,2024-06-03 19:32:19,Bicicleta,Deportes,500,1,500
1674,2024-06-03 19:32:19,Lienzo,Arte,100,3,300
1675,2024-06-03 19:32:19,Mesa,Muebles,300,10,3000
1676,2024-06-03 19:32:19,Lienzo,Arte,100,2,200
1677,2024-06-03 19:32:19,Collar,Mascotas,15,3,45
1678,2024-06-03 19:32:19,Bateria,Musica,500,8,4000
1679,2024-06-03 19:32:19,Bateria,Musica,500,4,2000
1680,2024-06-03 19:32:19,Amplificador,Musica,200,3,600
1681,2024-06-03 19:32:19,Cama,Muebles,1000,7,7000
1682,2024-06-03 19:32:19,Aspiradora,Electrodomesticos,300,7,2100
1683,2024-06-03 19:32:19,Lapicera,Libreria,10,3,30
1684,2024-06-03 19:32:19,Comedero,Mascotas,20,1,20
1685,2024-06-03 19:32:19,Camiseta,Deportes,100,3,300
1686,2024-06-03 19:32:19,Olla,Cocina,100,6,600
1687,2024-06-03 19:32:19,Raqueta,Deportes,100,6,600
1688,2024-06-03 19:32:19,Camiseta,Deportes,100,3,300
1689,2024-06-03 19:32:19,Collar,Mascotas,15,9,135
1690,2024-06-03 19:32:19,Guitarra,Musica,300,3,900
1691,2024-06-03 19:32:19,Bicicleta,Deportes,500,3,1500
1692,2024-06-03 19:32:19,Olla,Cocina,100,4,400
1693,2024-06-03 19:32:19,Pintura,Arte,50,5,250
1694,2024-06-03 19:32:19,Camiseta,Deportes,100,2,200
1695,2024-06-03 19:32:19,Goma,Libreria,5,3,15
1696,2024-06-03 19:32:19,Sarten,Cocina,50,7,350
1697,2024-06-03 19:32:19,Pantalon,Indumentaria,300,2,600
1698,2024-06-03 19:32:19,Tablet,Tecnologia,500,1,500
1699,2024-06-03 19:32:19,Zapatillas,Indumentaria,200,10,2000
1700,2024-06-03 19:32:19,Lienzo,Arte,100,7,700
1701,2024-06-03 19:32:19,Cafetera,Electrodomesticos,100,10,1000
1702,2024-06-03 19:32:19,Notebook,Tecnologia,1000,7,7000
1703,2024-06-03 19:32:19,Acrilico,Arte,30,7,210
1704,2024-06-03 19:32:19,Botines,Deportes,200,3,600
1705,2024-06-03 19:32:19,Cuchillo,Cocina,20,2,40
1706,2024-06-03 19:32:19,Tablet,Tecnologia,500,10,5000
1707,2024-06-03 19:32:19,Pelota,Deportes,50,8,400
1708,2024-06-03 19:32:19,Pantalon,Indumentaria,300,3,900
1709,2024-06-03 19:32:19,Smartwatch,Tecnologia,200,7,1400
1710,2024-06-03 19:32:19,Cuchillo,Cocina,20,5,100
1711,2024-06-03 19:32:19,Smartwatch,Tecnologia,200,1,200
1712,2024-06-03 19:32:19,Lavarropas,Electrodomesticos,1500,9,13500
1713,2024-06-03 19:32:19,Silla,Muebles,100,10,1000
1714,2024-06-03 19:32:19,Microondas,Electrodomesticos,500,3,1500
1715,2024-06-03 19:32:19,Zapatillas,Indumentaria,200,2,400
1716,2024-06-03 19:32:19,Teclado,Musica,200,5,1000
1717,2024-06-03 19:32:19,Mesa de luz,Muebles,50,6,300
1718,2024-06-03 19:32:19,Cama,Mascotas,100,10,1000
1719,2024-06-03 19:32:19,Collar,Mascotas,15,1,15
1720,2024-06-03 19:32:19,Smartphone,Tecnologia,300,1,300
1721,2024-06-03 19:32:19,Cama,Muebles,1000,6,6000
1722,2024-06-03 19:32:19,Silla,Muebles,100,5,500
1723,2024-06-03 19:32:19,Lapicera,Libreria,10,8,80
1724,2024-06-03 19:32:19,Bicicleta,Deportes,500,3,1500
1725,2024-06-03 19:32:19,Guitarra,Musica,300,8,2400
1726,2024-06-03 19:32:19,Mesa de luz,Muebles,50,3,150
1727,2024-06-03 19:32:19,Zapatillas,Indumentaria,200,6,1200
1728,2024-06-03 19:32:19,Campera,Indumentaria,500,10,5000
1729,2024-06-03 19:32:19,Cuaderno,Libreria,20,1,20
1730,2024-06-03 19:32:19,Camiseta,Deportes,100,4,400
1731,2024-06-03 19:32:19,Silla,Muebles,100,10,1000
1732,2024-06-03 19:32:19,Oleo,Arte,40,2,80
1733,2024-06-03 19:32:19,Camiseta,Deportes,100,8,800
1734,2024-06-03 19:32:19,Bufanda,Indumentaria,50,7,350
1735,2024-06-03 19:32:19,Microfono,Musica,100,4,400
1736,2024-06-03 19:32:19,Cama,Mascotas,100,1,100
1737,2024-06-03 19:32:19,Bufanda,Indumentaria,50,8,400
1738,2024-06-03 19:32:19,Mesa,Muebles,300,2,600
1739,2024-06-03 19:32:19,Raqueta,Deportes,100,5,500
1740,2024-06-03 19:32:19,Smartwatch,Tecnologia,200,6,1200
1741,2024-06-03 19:32:19,Correa,Mascotas,15,5,75
1742,2024-06-03 19:32:19,Teclado,Musica,200,6,1200
1743,2024-06-03 19:32:19,Raqueta,Deportes,100,5,500
1744,2024-06-03 19:32:19,Campera,Indumentaria,500,8,4000
1745,2024-06-03 19:32:19,Raqueta,Deportes,100,6,600
1746,2024-06-03 19:32:19,Pantalon,Indumentaria,300,1,300
1747,2024-06-03 19:32:19,Microondas,Electrodomesticos,500,1,500
1748,2024-06-03 19:32:19,Cocina,Cocina,500,4,2000
1749,2024-06-03 19:32:19,Comedero,Mascotas,20,10,200
1750,2024-06-03 19:32:19,Smartwatch,Tecnologia,200,9,1800
1751,2024-06-03 19:32:19,Microfono,Musica,100,3,300
1752,2024-06-03 19:32:19,Libro,Libreria,50,2,100
1753,2024-06-03 19:32:19,Television,Tecnologia,1500,9,13500
1754,2024-06-03 19:32:19,Juguete,Mascotas,10,4,40
1755,2024-06-03 19:32:19,Mesa,Muebles,300,5,1500
1756,2024-06-03 19:32:19,Raqueta,Deportes,100,1,100
1757,2024-06-03 19:32:19,Lapicera,Libreria,10,4,40
1758,2024-06-03 19:32:19,Bateria,Musica,500,3,1500
1759,2024-06-03 19:32:19,Campera,Indumentaria,500,8,4000
1760,2024-06-03 19:32:19,Television,Tecnologia,1500,5,7500
1761,2024-06-03 19:32:19,Cama,Muebles,1000,4,4000
1762,2024-06-03 19:32:19,Raqueta,Deportes,100,9,900
1763,2024-06-03 19:32:19,Microondas,Electrodomesticos,500,8,4000
1764,2024-06-03 19:32:19,Cuchillo,Cocina,20,4,80
1765,2024-06-03 19:32:19,Cama,Muebles,1000,5,5000
1766,2024-06-03 19:32:19,Cama,Mascotas,100,6,600
1767,2024-06-03 19:32:19,Lapicera,Libreria,10,7,70
1768,2024-06-03 19:32:19,Pelota,Deportes,50,6,300
1769,2024-06-03 19:32:19,Amplificador,Musica,200,1,200
1770,2024-06-03 19:32:19,Bicicleta,Deportes,500,2,1000
1771,2024-06-03 19:32:19,Lavarropas,Electrodomesticos,1500,1,1500
1772,2024-06-03 19:32:19,Tablet,Tecnologia,500,1,500
1773,2024-06-03 19:32:19,Television,Tecnologia,1500,2,3000
1774,2024-06-03 19:32:19,Sillon,Muebles,500,5,2500
1775,2024-06-03 19:32:19,Bufanda,Indumentaria,50,2,100
1776,2024-06-03 19:32:19,Amplificador,Musica,200,1,200
1777,2024-06-03 19:32:19,Pincel,Arte,20,8,160
1778,2024-06-03 19:32:19,Camiseta,Deportes,100,1,100
1779,2024-06-03 19:32:19,Bateria,Musica,500,8,4000
1780,2024-06-03 19:32:19,Pantalon,Indumentaria,300,2,600
1781,2024-06-03 19:32:19,Amplificador,Musica,200,2,400
1782,2024-06-03 19:32:19,Mesa de luz,Muebles,50,10,500
1783,2024-06-03 19:32:19,Oleo,Arte,40,8,320
1784,2024-06-03 19:32:19,Libro,Libreria,50,8,400
1785,2024-06-03 19:32:19,Notebook,Tecnologia,1000,2,2000
1786,2024-06-03 19:32:19,Cafetera,Electrodomesticos,100,10,1000
1787,2024-06-03 19:32:19,Zapatillas,Indumentaria,200,5,1000
1788,2024-06-03 19:32:19,Botines,Deportes,200,8,1600
1789,2024-06-03 19:32:19,Campera,Indumentaria,500,4,2000
1790,2024-06-03 19:32:19,Cuchillo,Cocina,20,6,120
1791,2024-06-03 19:32:19,Lavarropas,Electrodomesticos,1500,4,6000
1792,2024-06-03 19:32:19,Aspiradora,Electrodomesticos,300,9,2700
1793,2024-06-03 19:32:19,Oleo,Arte,40,10,400
1794,2024-06-03 19:32:19,Tablet,Tecnologia,500,10,5000
1795,2024-06-03 19:32:19,Notebook,Tecnologia,1000,3,3000
1796,2024-06-03 19:32:19,Silla,Muebles,100,8,800
1797,2024-06-03 19:32:19,Acrilico,Arte,30,3,90
1798,2024-06-03 19:32:19,Microfono,Musica,100,4,400
1799,2024-06-03 19:32:19,Juguete,Mascotas,10,4,40
1800,2024-06-03 19:32:19,Pintura,Arte,50,10,500
1801,2024-06-03 19:32:19,Sillon,Muebles,500,3,1500
1802,2024-06-03 19:32:19,Pelota,Deportes,50,3,150
1803,2024-06-03 19:32:19,Sillon,Muebles,500,3,1500
1804,2024-06-03 19:32:19,Heladera,Electrodomesticos,2000,3,6000
1805,2024-06-03 19:32:19,Pintura,Arte,50,5,250
1806,2024-06-03 19:32:19,Zapatillas,Indumentaria,200,5,1000
1807,2024-06-03 19:32:19,Pincel,Arte,20,1,20
1808,2024-06-03 19:32:19,Acrilico,Arte,30,9,270
1809,2024-06-03 19:32:19,Campera,Indumentaria,500,8,4000
1810,2024-06-03 19:32:19,Cuchillo,Cocina,20,9,180
1811,2024-06-03 19:32:19,Goma,Libreria,5,7,35
1812,2024-06-03 19:32:19,Teclado,Musica,200,9,1800
1813,2024-06-03 19:32:19,Smartwatch,Tecnologia,200,7,1400
1814,2024-06-03 19:32:19,Raqueta,Deportes,100,10,1000
1815,2024-06-03 19:32:19,Bufanda,Indumentaria,50,9,450
1816,2024-06-03 19:32:19,Amplificador,Musica,200,3,600
1817,2024-06-03 19:32:19,Cama,Muebles,1000,2,2000
1818,2024-06-03 19:32:19,Smartphone,Tecnologia,300,4,1200
1819,2024-06-03 19:32:19,Campera,Indumentaria,500,1,500
1820,2024-06-03 19:32:19,Olla,Cocina,100,10,1000
1821,2024-06-03 19:32:19,Bateria,Musica,500,9,4500
1822,2024-06-03 19:32:19,Oleo,Arte,40,10,400
1823,2024-06-03 19:32:19,Goma,Libreria,5,7,35
1824,2024-06-03 19:32:19,Comedero,Mascotas,20,6,120
1825,2024-06-03 19:32:19,Campera,Indumentaria,500,10,5000
1826,2024-06-03 19:32:19,Lavarropas,Electrodomesticos,1500,10,15000
1827,2024-06-03 19:32:19,Guitarra,Musica,300,3,900
1828,2024-06-03 19:32:19,Olla,Cocina,100,2,200
1829,2024-06-03 19:32:19,Sillon,Muebles,500,8,4000
1830,2024-06-03 19:32:19,Regla,Libreria,5,2,10
1831,2024-06-03 19:32:19,Bicicleta,Deportes,500,1,500
1832,2024-06-03 19:32:19,Mesa de luz,Muebles,50,3,150
1833,2024-06-03 19:32:19,Cuchillo,Cocina,20,2,40
1834,2024-06-03 19:32:19,Cama,Mascotas,100,3,300
1835,2024-06-03 19:32:19,Television,Tecnologia,1500,6,9000
1836,2024-06-03 19:32:19,Raqueta,Deportes,100,9,900
1837,2024-06-03 19:32:19,Silla,Muebles,100,7,700
1838,2024-06-03 19:32:19,Smartphone,Tecnologia,300,1,300
1839,2024-06-03 19:32:19,Amplificador,Musica,200,9,1800
1840,2024-06-03 19:32:19,Zapatillas,Indumentaria,200,8,1600
1841,2024-06-03 19:32:19,Guitarra,Musica,300,7,2100
1842,2024-06-03 19:32:19,Cuaderno,Libreria,20,2,40
1843,2024-06-03 19:32:19,Television,Tecnologia,1500,3,4500
1844,2024-06-03 19:32:19,Oleo,Arte,40,6,240
1845,2024-06-03 19:32:19,Pantalon,Indumentaria,300,10,3000
1846,2024-06-03 19:32:19,Notebook,Tecnologia,1000,8,8000
1847,2024-06-03 19:32:19,Television,Tecnologia,1500,6,9000
1848,2024-06-03 19:32:19,Acrilico,Arte,30,10,300
1849,2024-06-03 19:32:19,Tablet,Tecnologia,500,5,2500
1850,2024-06-03 19:32:19,Acrilico,Arte,30,7,210
1851,2024-06-03 19:32:19,Amplificador,Musica,200,3,600
1852,2024-06-03 19:32:19,Goma,Libreria,5,8,40
1853,2024-06-03 19:32:19,Lavarropas,Electrodomesticos,1500,3,4500
1854,2024-06-03 19:32:19,Correa,Mascotas,15,3,45
1855,2024-06-03 19:32:19,Aspiradora,Electrodomesticos,300,2,600
1856,2024-06-03 19:32:19,Cuaderno,Libreria,20,4,80
1857,2024-06-03 19:32:19,Comedero,Mascotas,20,9,180
1858,2024-06-03 19:32:19,Pantalon,Indumentaria,300,10,3000
1859,2024-06-03 19:32:19,Remera,Indumentaria,100,8,800
1860,2024-06-03 19:32:19,Olla,Cocina,100,8,800
1861,2024-06-03 19:32:19,Guitarra,Musica,300,4,1200
1862,2024-06-03 19:32:19,Guitarra,Musica,300,9,2700
1863,2024-06-03 19:32:19,Regla,Libreria,5,5,25
1864,2024-06-03 19:32:19,Camiseta,Deportes,100,7,700
1865,2024-06-03 19:32:19,Juguete,Mascotas,10,9,90
1866,2024-06-03 19:32:19,Silla,Muebles,100,7,700
1867,2024-06-03 19:32:19,Tablet,Tecnologia,500,8,4000
1868,2024-06-03 19:32:19,Cama,Muebles,1000,2,2000
1869,2024-06-03 19:32:19,Amplificador,Musica,200,5,1000
1870,2024-06-03 19:32:19,Aspiradora,Electrodomesticos,300,10,3000
1871,2024-06-03 19:32:19,Smartphone,Tecnologia,300,4,1200
1872,2024-06-03 19:32:19,Remera,Indumentaria,100,6,600
1873,2024-06-03 19:32:19,Goma,Libreria,5,3,15
1874,2024-06-03 19:32:19,Goma,Libreria,5,4,20
1875,2024-06-03 19:32:19,Guitarra,Musica,300,4,1200
1876,2024-06-03 19:32:19,Smartwatch,Tecnologia,200,10,2000
1877,2024-06-03 19:32:19,Pintura,Arte,50,5,250
1878,2024-06-03 19:32:19,Libro,Libreria,50,1,50
1879,2024-06-03 19:32:19,Cuaderno,Libreria,20,7,140
1880,2024-06-03 19:32:19,Cocina,Cocina,500,10,5000
1881,2024-06-03 19:32:19,Camiseta,Deportes,100,5,500
1882,2024-06-03 19:32:19,Television,Tecnologia,1500,3,4500
1883,2024-06-03 19:32:19,Cuaderno,Libreria,20,5,100
1884,2024-06-03 19:32:19,Tablet,Tecnologia,500,1,500
1885,2024-06-03 19:32:19,Cama,Mascotas,100,10,1000
1886,2024-06-03 19:32:19,Pelota,Deportes,50,7,350
1887,2024-06-03 19:32:19,Raqueta,Deportes,100,8,800
1888,2024-06-03 19:32:19,Silla,Muebles,100,10,1000
1889,2024-06-03 19:32:19,Cocina,Cocina,500,8,4000
1890,2024-06-03 19:32:19,Remera,Indumentaria,100,1,100
1891,2024-06-03 19:32:19,Teclado,Musica,200,6,1200
1892,2024-06-03 19:32:19,Microondas,Electrodomesticos,500,2,1000
1893,2024-06-03 19:32:19,Remera,Indumentaria,100,1,100
1894,2024-06-03 19:32:19,Zapatillas,Indumentaria,200,9,1800
1895,2024-06-03 19:32:19,Pintura,Arte,50,3,150
1896,2024-06-03 19:32:19,Botines,Deportes,200,10,2000
1897,2024-06-03 19:32:19,Mesa de luz,Muebles,50,2,100
1898,2024-06-03 19:32:19,Bufanda,Indumentaria,50,5,250
1899,2024-06-03 19:32:19,Goma,Libreria,5,9,45
1900,2024-06-03 19:32:19,Botines,Deportes,200,8,1600
1901,2024-06-03 19:32:19,Smartwatch,Tecnologia,200,5,1000
1902,2024-06-03 19:32:19,Notebook,Tecnologia,1000,3,3000
1903,2024-06-03 19:32:19,Lienzo,Arte,100,5,500
1904,2024-06-03 19:32:19,Zapatillas,Indumentaria,200,3,600
1905,2024-06-03 19:32:19,Amplificador,Musica,200,8,1600
1906,2024-06-03 19:32:19,Heladera,Electrodomesticos,2000,10,20000
1907,2024-06-03 19:32:19,Smartwatch,Tecnologia,200,4,800
1908,2024-06-03 19:32:19,Cama,Muebles,1000,4,4000
1909,2024-06-03 19:32:19,Pincel,Arte,20,6,120
1910,2024-06-03 19:32:19,Smartphone,Tecnologia,300,5,1500
1911,2024-06-03 19:32:19,Acrilico,Arte,30,5,150
1912,2024-06-03 19:32:19,Oleo,Arte,40,8,320
1913,2024-06-03 19:32:19,Bufanda,Indumentaria,50,10,500
1914,2024-06-03 19:32:19,Smartphone,Tecnologia,300,10,3000
1915,2024-06-03 19:32:19,Regla,Libreria,5,5,25
1916,2024-06-03 19:32:19,Campera,Indumentaria,500,10,5000
1917,2024-06-03 19:32:19,Microondas,Electrodomesticos,500,3,1500
1918,2024-06-03 19:32:19,Libro,Libreria,50,5,250
1919,2024-06-03 19:32:19,Teclado,Musica,200,2,400
1920,2024-06-03 19:32:19,Sarten,Cocina,50,5,250
1921,2024-06-03 19:32:19,Collar,Mascotas,15,7,105
1922,2024-06-03 19:32:19,Comedero,Mascotas,20,6,120
1923,2024-06-03 19:32:19,Mesa,Muebles,300,9,2700
1924,2024-06-03 19:32:19,Campera,Indumentaria,500,8,4000
1925,2024-06-03 19:32:19,Oleo,Arte,40,4,160
1926,2024-06-03 19:32:19,Zapatillas,Indumentaria,200,9,1800
1927,2024-06-03 19:32:19,Cuchillo,Cocina,20,3,60
1928,2024-06-03 19:32:19,Campera,Indumentaria,500,9,4500
1929,2024-06-03 19:32:19,Bateria,Musica,500,5,2500
1930,2024-06-03 19:32:19,Raqueta,Deportes,100,2,200
1931,2024-06-03 19:32:19,Cama,Mascotas,100,6,600
1932,2024-06-03 19:32:19,Olla,Cocina,100,8,800
1933,2024-06-03 19:32:19,Sillon,Muebles,500,6,3000
1934,2024-06-03 19:32:19,Pintura,Arte,50,7,350
1935,2024-06-03 19:32:19,Pelota,Deportes,50,4,200
1936,2024-06-03 19:32:19,Goma,Libreria,5,8,40
1937,2024-06-03 19:32:19,Heladera,Electrodomesticos,2000,4,8000
1938,2024-06-03 19:32:19,Television,Tecnologia,1500,4,6000
1939,2024-06-03 19:32:19,Campera,Indumentaria,500,2,1000
1940,2024-06-03 19:32:19,Teclado,Musica,200,9,1800
1941,2024-06-03 19:32:19,Pintura,Arte,50,5,250
1942,2024-06-03 19:32:19,Television,Tecnologia,1500,4,6000
1943,2024-06-03 19:32:19,Cocina,Cocina,500,5,2500
1944,2024-06-03 19:32:19,Smartphone,Tecnologia,300,3,900
1945,2024-06-03 19:32:19,Silla,Muebles,100,2,200
1946,2024-06-03 19:32:19,Guitarra,Musica,300,4,1200
1947,2024-06-03 19:32:19,Cama,Mascotas,100,1,100
1948,2024-06-03 19:32:19,Silla,Muebles,100,6,600
1949,2024-06-03 19:32:19,Television,Tecnologia,1500,2,3000
1950,2024-06-03 19:32:19,Cama,Mascotas,100,7,700
1951,2024-06-03 19:32:19,Olla,Cocina,100,8,800
1952,2024-06-03 19:32:19,Pantalon,Indumentaria,300,5,1500
1953,2024-06-03 19:32:19,Microfono,Musica,100,10,1000
1954,2024-06-03 19:32:19,Microfono,Musica,100,7,700
1955,2024-06-03 19:32:19,Aspiradora,Electrodomesticos,300,7,2100
1956,2024-06-03 19:32:19,Collar,Mascotas,15,5,75
1957,2024-06-03 19:32:19,Teclado,Musica,200,7,1400
1958,2024-06-03 19:32:19,Cafetera,Electrodomesticos,100,7,700
1959,2024-06-03 19:32:19,Cocina,Cocina,500,2,1000
1960,2024-06-03 19:32:19,Heladera,Electrodomesticos,2000,4,8000
1961,2024-06-03 19:32:19,Smartphone,Tecnologia,300,3,900
1962,2024-06-03 19:32:19,Juguete,Mascotas,10,4,40
1963,2024-06-03 19:32:19,Smartwatch,Tecnologia,200,2,400
1964,2024-06-03 19:32:19,Oleo,Arte,40,6,240
1965,2024-06-03 19:32:19,Microfono,Musica,100,10,1000
1966,2024-06-03 19:32:19,Regla,Libreria,5,6,30
1967,2024-06-03 19:32:19,Olla,Cocina,100,3,300
1968,2024-06-03 19:32:19,Heladera,Electrodomesticos,2000,9,18000
1969,2024-06-03 19:32:19,Pintura,Arte,50,10,500
1970,2024-06-03 19:32:19,Sarten,Cocina,50,1,50
1971,2024-06-03 19:32:19,Cuchillo,Cocina,20,7,140
1972,2024-06-03 19:32:19,Silla,Muebles,100,1,100
1973,2024-06-03 19:32:19,Sarten,Cocina,50,10,500
1974,2024-06-03 19:32:19,Oleo,Arte,40,9,360
1975,2024-06-03 19:32:19,Cuchillo,Cocina,20,4,80
1976,2024-06-03 19:32:19,Cuaderno,Libreria,20,2,40
1977,2024-06-03 19:32:19,Cama,Muebles,1000,8,8000
1978,2024-06-03 19:32:19,Amplificador,Musica,200,9,1800
1979,2024-06-03 19:32:19,Smartphone,Tecnologia,300,9,2700
1980,2024-06-03 19:32:19,Cafetera,Electrodomesticos,100,9,900
1981,2024-06-03 19:32:19,Collar,Mascotas,15,1,15
1982,2024-06-03 19:32:19,Correa,Mascotas,15,7,105
1983,2024-06-03 19:32:19,Cama,Mascotas,100,10,1000
1984,2024-06-03 19:32:19,Tenedor,Cocina,10,6,60
1985,2024-06-03 19:32:19,Goma,Libreria,5,3,15
1986,2024-06-03 19:32:19,Mesa,Muebles,300,3,900
1987,2024-06-03 19:32:19,Pintura,Arte,50,7,350
1988,2024-06-03 19:32:19,Botines,Deportes,200,9,1800
1989,2024-06-03 19:32:19,Microfono,Musica,100,8,800
1990,2024-06-03 19:32:19,Bateria,Musica,500,7,3500
1991,2024-06-03 19:32:19,Lavarropas,Electrodomesticos,1500,9,13500
1992,2024-06-03 19:32:19,Olla,Cocina,100,4,400
1993,2024-06-03 19:32:19,Comedero,Mascotas,20,1,20
1994,2024-06-03 19:32:19,Pintura,Arte,50,8,400
1995,2024-06-03 19:32:19,Juguete,Mascotas,10,1,10
1996,2024-06-03 19:32:19,Remera,Indumentaria,100,3,300
